id	filename	md5	size	state
62a03ceb-3386-4bd8-8c51-8dbe4f964fa9	nationwidechildrens.org_ssf.TCGA-46-3768.xml	fe3719108012ca0931a1eba90d1d521f	17712	released
c5a90f17-5e9f-4974-a9de-92cf0e934cef	cb34d915-1b13-4c29-ac2b-743ea3ea78ec.rna_seq.chimeric.gdc_realn.bam	3d066c72e86732a61475ad86cb88231b	117088708	released
8e954779-c238-4ab1-b0a8-25e6489770fd	WHIRR_p_TCGA_168_169_170_redo_N_GenomeWideSNP_6_F06_845282.CEL	2f5420caee90195d3ee19fb05c69acf3	69097513	released
7e4cdc7e-ae9e-465d-ab01-a9ea0dbcdbd4	TCGA-LUSC.18bd7974-e46d-46cc-98c7-f8224db312cd.star_fusion.rna_fusion.bedpe	11fa23993789673bb0827b3836b0acce	2356	released
605a3d14-de47-4774-8729-7d76318b6948	TCGA-LUSC.ac4429db-9645-465b-89e0-b2afbb27c876.gene_level_copy_number.v36.tsv	ad5c625dc08cb98810eef767a73bae1c	3446910	released
5814e5ef-eaf8-4846-8e16-716d9356e860	5370f1bb-62a3-440d-94e4-c23c94816927_wgs_gdc_realn.cr.igv.reheader.seg.txt	b7f939897442f32cbe7bb0964e5534fd	123498	released
5e008f0d-c565-4406-a74f-3878bba56087	2ea033a7-a330-46fd-b0ab-dcc3f83bc648.mirbase21.isoforms.quantification.txt	632977af8ecb276f03193da89f2b2b20	351282	released
edd65352-cd67-4e5d-9ba8-9c4c90dabc40	ELBOW_p_TCGAb39_SNP_N_GenomeWideSNP_6_F12_598652.grch38.seg.v2.txt	e62019ba9f5c6d0d6c7bca8eb943ee0c	30099	released
7fdbdbb3-f61a-42c9-be70-3f01b736092a	TCGA-60-2726-01A-21-2193-20_RPPA_data.tsv	9ab9b820489f6225d3054457eef4f540	24094	released
9e996a42-a997-4871-82e3-0bdbe3b57b9a	973a8050-83e2-4383-96d5-77a1cd52861c.methylation_array.sesame.level3betas.txt	96eea871cbcfa0ed0947fef3015302ff	762487	released
c35313c4-ab77-485c-bdd1-c6498f1aa121	5ed91d3e-c53c-4f4f-8a4c-5ff514db0853.wxs.MuSE.aliquot.maf.gz	1708f6817addaa1e9e5423aef8e3ca4e	730391	released
